Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
22,Female,Semi-Urban,Medium,"Daycare Management, Hair Styling, Baking",Education,Outdoor,High,7,Secondary,Vehicle,High,Spoken English Classes,Education,0.48,0.54
43,Female,Rural,Medium,"Baking, Photography",Domestic Services,Outdoor,Low,7,None,Phone + Internet,Low,Home Cook,Domestic Services,0.67,0.9
30,Male,Semi-Urban,Low,"Sewing, Dairy Management, Mobile Repair, Teaching",Domestic Services,Hybrid,High,9,None,Internet,Medium,Cleaning Services,Domestic Services,0.68,0.77
21,Female,Urban,Medium,"Content Creation, Mobile Repair, Home Cleaning",Art & Craft,Home-based,High,5,Primary,Internet,High,Paper Crafts,Art & Craft,0.86,0.85
46,Female,Rural,Low,"Pickle Making, Dairy Management, Embroidery, Video Editing",Creative Services,Home-based,High,3,Secondary,Vehicle,Low,Content Creation Agency,Creative Services,0.69,0.64
24,Female,Rural,Low,"Dairy Management, Video Editing",Creative Services,Outdoor,Medium,7,Secondary,Land,Low,Video Editing Service,Creative Services,0.81,0.54
25,Male,Rural,Medium,"Mobile Repair, Candle Making, Tailoring",Technology,Hybrid,Low,7,None,Phone + Internet,High,YouTube Channel,Technology,0.43,0.56
46,Female,Rural,High,"Makeup, Mushroom Cultivation, Food Delivery",Creative Services,Outdoor,Medium,8,Primary,Phone + Internet,Medium,Video Editing Service,Creative Services,0.78,0.78
51,Female,Urban,Medium,"Content Creation, Embroidery, Baking, Candle Making",Apparel,Hybrid,Medium,4,Secondary,Phone,High,Embroidery Shop,Apparel,0.72,1.0
33,Female,Urban,Low,"Photography, Farming, Teaching, Makeup",Technology,Home-based,High,2,Secondary,Vehicle,Medium,Digital Marketing Agency,Technology,0.62,0.76
18,Female,Semi-Urban,High,"Embroidery, Baking",Creative Services,Outdoor,Low,5,Primary,Phone + Internet,High,Video Editing Service,Creative Services,0.56,0.66
25,Female,Urban,High,"Crafting, Tailoring",Food & Beverage,Outdoor,Medium,10,None,Land + Vehicle,Low,Snack Stall,Food & Beverage,0.67,0.98
22,Male,Semi-Urban,Low,"Hair Styling, Dairy Management",Art & Craft,Hybrid,High,8,Secondary,Land + Vehicle,Low,Candle Making,Art & Craft,0.78,0.6
39,Female,Semi-Urban,Low,"Digital Marketing, Video Editing",Apparel,Outdoor,High,10,None,Internet,Low,Tailoring Business,Apparel,0.78,0.76
28,Female,Urban,Low,"Daycare Management, Crafting",Domestic Services,Hybrid,Medium,5,Secondary,Vehicle,Medium,Babysitting,Domestic Services,0.52,0.82
37,Female,Urban,Low,"Cooking, Candle Making",Art & Craft,Outdoor,Medium,7,None,Land + Vehicle,Low,Jewelry Design,Art & Craft,0.75,0.93
36,Female,Semi-Urban,Low,"Makeup, Mobile Repair, Daycare Management, Digital Marketing",E-commerce,Home-based,Low,6,Primary,Phone + Internet,Low,Dropshipping,E-commerce,0.72,0.51
33,Female,Rural,Low,"Digital Marketing, Crafting",E-commerce,Hybrid,Medium,9,None,None,High,Online Reselling,E-commerce,0.53,0.83
25,Female,Rural,Medium,"Pickle Making, Cooking",Agriculture,Hybrid,Low,5,Primary,Land,Low,Mushroom Cultivation,Agriculture,0.85,0.57
28,Female,Urban,High,"Candle Making, Reselling, Makeup, Hair Styling",Apparel,Outdoor,High,4,Primary,Vehicle,High,Embroidery Shop,Apparel,0.72,0.8
47,Female,Rural,Medium,"Mobile Repair, Cooking, Tailoring",Apparel,Home-based,Low,8,Secondary,Land,Low,Fabric Painting,Apparel,0.95,0.81
28,Male,Semi-Urban,Low,"Food Delivery, Dairy Management, Paper Craft",Education,Hybrid,High,8,None,Internet,Medium,Daycare Center,Education,0.55,1.0
34,Female,Semi-Urban,Medium,"Crafting, Photography, Farming, Mushroom Cultivation",Art & Craft,Hybrid,High,9,None,Vehicle,High,Paper Crafts,Art & Craft,0.64,0.59
53,Female,Semi-Urban,Low,"Digital Marketing, Crafting, Hair Styling, Video Editing",E-commerce,Home-based,High,5,Secondary,None,Medium,Dropshipping,E-commerce,0.71,0.91
44,Female,Urban,Low,"Pickle Making, Food Delivery",Beauty,Hybrid,Medium,9,Secondary,Land,Low,Home Salon,Beauty,0.49,0.57
37,Male,Urban,High,"Video Editing, Photography, Mobile Repair",Domestic Services,Home-based,Medium,5,Primary,Internet,Low,Home Cook,Domestic Services,0.86,0.98
19,Female,Rural,Medium,"Farming, Poultry Care, Mobile Repair",Art & Craft,Home-based,Medium,6,Primary,Phone + Internet,Low,Paper Crafts,Art & Craft,0.45,0.85
47,Female,Rural,High,"Sewing, Digital Marketing, Mobile Repair",Education,Hybrid,Medium,9,Secondary,None,High,Spoken English Classes,Education,0.42,0.79
41,Female,Semi-Urban,Low,"Video Editing, Teaching",E-commerce,Hybrid,Medium,4,None,Vehicle,Medium,Online Reselling,E-commerce,0.59,0.67
31,Female,Rural,Low,"Farming, Embroidery, Tailoring",Technology,Home-based,Low,6,Secondary,Vehicle,Medium,Digital Marketing Agency,Technology,0.52,0.71
49,Female,Urban,Low,"Teaching, Mushroom Cultivation, Crafting",Food & Beverage,Hybrid,Medium,3,Secondary,Land,High,Tiffin Service,Food & Beverage,0.82,0.66
55,Female,Urban,Medium,"Food Delivery, Home Cleaning, Candle Making, Mushroom Cultivation",Education,Outdoor,Low,3,Secondary,Land,Low,Daycare Center,Education,0.53,0.67
25,Female,Semi-Urban,Low,"Hair Styling, Dairy Management",Beauty,Hybrid,Low,7,Primary,Phone,Medium,Mehendi Services,Beauty,0.94,0.96
25,Female,Urban,Low,"Mobile Repair, Embroidery, Reselling, Sewing",Food & Beverage,Home-based,Medium,10,None,Land + Vehicle,Medium,Tiffin Service,Food & Beverage,0.82,0.77
50,Female,Rural,Medium,"Food Delivery, Sewing, Candle Making",Creative Services,Home-based,High,7,None,Land + Vehicle,Low,Video Editing Service,Creative Services,0.48,0.53
34,Female,Semi-Urban,High,"Content Creation, Mobile Repair, Paper Craft, Teaching",Creative Services,Hybrid,Low,4,None,Land + Vehicle,Medium,Video Editing Service,Creative Services,0.51,0.91
25,Female,Rural,Low,"Home Cleaning, Photography",Apparel,Hybrid,Medium,7,Secondary,Land + Vehicle,High,Embroidery Shop,Apparel,0.81,0.95
45,Female,Rural,Low,"Cooking, Daycare Management, Teaching, Food Delivery",Beauty,Outdoor,Medium,7,None,Vehicle,Medium,Skincare Product Making,Beauty,0.85,0.51
43,Female,Urban,Low,"Home Cleaning, Hair Styling",E-commerce,Home-based,Low,4,Secondary,Internet,Medium,Online Reselling,E-commerce,0.5,0.93
43,Male,Urban,Low,"Candle Making, Reselling, Crafting, Cooking",Domestic Services,Hybrid,High,2,Primary,Internet,Low,Home Cook,Domestic Services,0.94,0.99
28,Female,Semi-Urban,Low,"Reselling, Mobile Repair",Education,Home-based,Medium,9,Primary,None,High,Home Tuition,Education,0.95,0.89
22,Male,Semi-Urban,Low,"Content Creation, Pickle Making",E-commerce,Outdoor,High,8,Secondary,Phone,Medium,Online Reselling,E-commerce,0.8,0.54
51,Female,Rural,Medium,"Food Delivery, Paper Craft, Reselling, Daycare Management",Beauty,Home-based,High,6,Primary,None,Low,Mehendi Services,Beauty,0.54,0.81
25,Female,Rural,Low,"Tailoring, Cooking, Crafting, Mobile Repair",Education,Outdoor,Medium,9,None,Land + Vehicle,High,Home Tuition,Education,0.54,0.54
24,Male,Rural,Medium,"Mobile Repair, Home Cleaning",Technology,Home-based,High,6,Primary,Phone + Internet,Low,Digital Marketing Agency,Technology,0.82,0.76
53,Female,Rural,Medium,"Dairy Management, Food Delivery, Teaching, Content Creation",Apparel,Home-based,Low,8,None,Internet,High,Tailoring Business,Apparel,0.83,0.73
32,Female,Semi-Urban,Low,"Home Cleaning, Paper Craft",E-commerce,Hybrid,Medium,5,Primary,Internet,Medium,Handmade Products Store,E-commerce,0.43,0.57
19,Female,Semi-Urban,Low,"Tailoring, Hair Styling, Digital Marketing",Food & Beverage,Outdoor,Low,4,Secondary,None,Medium,Homemade Pickles,Food & Beverage,0.43,0.71
52,Male,Rural,Low,"Digital Marketing, Content Creation",Domestic Services,Home-based,Medium,3,Secondary,Land,Medium,Home Cook,Domestic Services,0.68,0.84
24,Male,Urban,Low,"Reselling, Mushroom Cultivation, Home Cleaning, Content Creation",Art & Craft,Hybrid,Low,7,Primary,Phone + Internet,High,Paper Crafts,Art & Craft,0.58,0.66
27,Female,Urban,Low,"Hair Styling, Tailoring, Makeup",Education,Home-based,Medium,8,None,Vehicle,Low,Daycare Center,Education,0.8,0.77
18,Female,Rural,Low,"Paper Craft, Crafting, Embroidery",Art & Craft,Hybrid,Medium,4,Primary,Phone + Internet,Low,Paper Crafts,Art & Craft,0.76,0.69
42,Female,Urban,Medium,"Tailoring, Candle Making",Education,Outdoor,High,2,Primary,Land,Low,Daycare Center,Education,0.52,0.88
54,Female,Semi-Urban,High,"Video Editing, Food Delivery",Food & Beverage,Hybrid,High,6,None,Phone + Internet,Low,Spice Mixing,Food & Beverage,0.79,0.81
51,Female,Semi-Urban,High,"Pickle Making, Hair Styling, Dairy Management, Photography",Technology,Outdoor,High,3,Primary,Phone,High,YouTube Channel,Technology,0.81,0.97
26,Female,Semi-Urban,Medium,"Content Creation, Pickle Making, Sewing",Agriculture,Outdoor,High,8,Primary,Phone,Low,Mushroom Cultivation,Agriculture,0.67,0.91
48,Female,Urban,Medium,"Home Cleaning, Makeup, Farming, Teaching",Art & Craft,Hybrid,Medium,3,Secondary,Internet,Medium,Jewelry Design,Art & Craft,0.56,0.97
20,Female,Semi-Urban,High,"Digital Marketing, Farming, Candle Making",Technology,Hybrid,High,10,Secondary,Land,Medium,YouTube Channel,Technology,0.44,0.6
29,Female,Urban,Low,"Home Cleaning, Reselling, Dairy Management, Cooking",Food & Beverage,Hybrid,High,3,None,Phone + Internet,High,Spice Mixing,Food & Beverage,0.59,0.63
40,Male,Urban,High,"Mushroom Cultivation, Content Creation, Video Editing",Beauty,Outdoor,High,8,Secondary,None,Medium,Skincare Product Making,Beauty,0.48,0.81
49,Female,Semi-Urban,High,"Photography, Food Delivery",Education,Home-based,High,10,Secondary,Phone,Medium,Spoken English Classes,Education,0.47,0.59
37,Female,Rural,Medium,"Photography, Makeup",Technology,Home-based,Medium,5,None,Land + Vehicle,Low,Mobile Repair Shop,Technology,0.93,0.51
34,Female,Urban,Low,"Mobile Repair, Pickle Making, Mushroom Cultivation",Apparel,Home-based,Medium,7,Primary,Vehicle,Medium,Fabric Painting,Apparel,0.93,0.66
26,Female,Urban,Medium,"Tailoring, Mobile Repair, Content Creation, Teaching",Technology,Home-based,High,4,None,None,Medium,Mobile Repair Shop,Technology,0.9,0.94
49,Female,Urban,Low,"Embroidery, Poultry Care, Home Cleaning, Content Creation",Technology,Hybrid,Medium,7,Secondary,Vehicle,Low,Digital Marketing Agency,Technology,0.41,0.79
47,Female,Semi-Urban,Medium,"Farming, Hair Styling",Creative Services,Hybrid,Low,4,None,Phone + Internet,High,Video Editing Service,Creative Services,0.69,0.79
45,Female,Semi-Urban,Medium,"Poultry Care, Tailoring, Dairy Management, Embroidery",Beauty,Outdoor,Medium,3,Primary,Vehicle,High,Home Salon,Beauty,0.63,0.56
37,Male,Rural,Medium,"Baking, Candle Making, Photography, Content Creation",Education,Outdoor,High,10,None,Internet,High,Spoken English Classes,Education,0.4,0.6
42,Female,Semi-Urban,Medium,"Video Editing, Poultry Care, Sewing, Daycare Management",Creative Services,Hybrid,High,6,None,Vehicle,Low,Video Editing Service,Creative Services,0.9,0.76
19,Female,Urban,Low,"Paper Craft, Cooking, Reselling, Content Creation",Technology,Hybrid,High,6,Secondary,Land + Vehicle,Medium,Mobile Repair Shop,Technology,0.59,0.89
48,Female,Semi-Urban,Medium,"Video Editing, Makeup, Embroidery, Daycare Management",Art & Craft,Hybrid,Medium,3,None,None,Medium,Jewelry Design,Art & Craft,0.94,0.79
28,Female,Rural,Low,"Mobile Repair, Video Editing, Reselling",Technology,Outdoor,Medium,8,Secondary,Phone + Internet,High,Mobile Repair Shop,Technology,0.74,0.93
26,Female,Urban,High,"Photography, Mushroom Cultivation",Education,Outdoor,High,10,None,Phone,Low,Daycare Center,Education,0.86,0.69
40,Female,Rural,Low,"Teaching, Mushroom Cultivation, Dairy Management, Pickle Making",Apparel,Hybrid,Low,2,Secondary,Phone,Medium,Fabric Painting,Apparel,0.59,0.88
53,Female,Semi-Urban,Low,"Hair Styling, Content Creation, Sewing, Dairy Management",Art & Craft,Home-based,Medium,9,Secondary,Internet,Low,Paper Crafts,Art & Craft,0.64,0.67
46,Female,Semi-Urban,Medium,"Candle Making, Makeup",Creative Services,Hybrid,Medium,7,Primary,Phone,Medium,Video Editing Service,Creative Services,0.49,0.53
40,Female,Semi-Urban,Low,"Crafting, Hair Styling, Digital Marketing, Farming",Domestic Services,Home-based,High,2,Secondary,Phone,Low,Cleaning Services,Domestic Services,0.57,0.63
46,Male,Urban,Low,"Photography, Pickle Making, Crafting, Poultry Care",Technology,Home-based,Low,8,Secondary,None,High,YouTube Channel,Technology,0.94,0.57
40,Female,Rural,Medium,"Digital Marketing, Baking",Technology,Outdoor,Low,10,Secondary,Phone,Medium,Digital Marketing Agency,Technology,0.56,0.91
46,Female,Rural,Low,"Daycare Management, Home Cleaning, Tailoring",Domestic Services,Home-based,Medium,5,Secondary,None,Low,Cleaning Services,Domestic Services,0.85,0.82
44,Female,Semi-Urban,Low,"Digital Marketing, Home Cleaning, Baking",Education,Hybrid,High,8,Primary,Land,High,Home Tuition,Education,0.8,0.65
54,Female,Semi-Urban,Low,"Crafting, Hair Styling, Mushroom Cultivation, Makeup",Education,Outdoor,Low,4,None,Internet,Low,Spoken English Classes,Education,0.43,0.83
18,Female,Semi-Urban,Medium,"Daycare Management, Food Delivery, Reselling",Agriculture,Outdoor,Low,9,Secondary,None,High,Mushroom Cultivation,Agriculture,0.86,0.5
51,Female,Semi-Urban,Low,"Mushroom Cultivation, Cooking, Food Delivery, Pickle Making",Technology,Hybrid,High,5,Primary,Land,High,Digital Marketing Agency,Technology,0.6,0.95
33,Female,Urban,Low,"Poultry Care, Cooking, Sewing",Apparel,Hybrid,Low,7,None,Phone,Medium,Embroidery Shop,Apparel,0.58,0.92
26,Female,Rural,Low,"Digital Marketing, Paper Craft, Poultry Care",Education,Hybrid,Low,8,Primary,None,Low,Home Tuition,Education,0.89,0.6
18,Female,Semi-Urban,Low,"Poultry Care, Food Delivery",E-commerce,Home-based,Medium,8,None,Vehicle,Low,Dropshipping,E-commerce,0.55,0.56
34,Female,Urban,Low,"Teaching, Embroidery",Beauty,Hybrid,Medium,7,Secondary,Land,Low,Mehendi Services,Beauty,0.86,0.65
43,Female,Semi-Urban,Low,"Mobile Repair, Video Editing, Hair Styling",Art & Craft,Hybrid,High,9,None,Internet,Low,Jewelry Design,Art & Craft,0.94,1.0
38,Female,Semi-Urban,Low,"Pickle Making, Mushroom Cultivation",Food & Beverage,Hybrid,High,9,Primary,None,High,Tiffin Service,Food & Beverage,0.84,1.0
34,Female,Semi-Urban,Low,"Paper Craft, Digital Marketing, Candle Making",Food & Beverage,Outdoor,High,5,None,Land,Medium,Snack Stall,Food & Beverage,0.6,0.93
46,Male,Urban,Low,"Poultry Care, Farming, Photography, Video Editing",Art & Craft,Outdoor,High,7,Secondary,Internet,Medium,Jewelry Design,Art & Craft,0.78,0.76
40,Male,Urban,Low,"Tailoring, Makeup",Art & Craft,Hybrid,High,10,None,Land + Vehicle,Medium,Paper Crafts,Art & Craft,0.42,0.66
47,Male,Rural,High,"Embroidery, Baking",Agriculture,Hybrid,High,8,None,Land + Vehicle,Low,Dairy Farming,Agriculture,0.88,0.96
31,Female,Urban,High,"Embroidery, Video Editing, Mobile Repair",Food & Beverage,Home-based,High,7,None,Land + Vehicle,Medium,Tiffin Service,Food & Beverage,0.72,0.65
53,Female,Rural,Medium,"Farming, Poultry Care",E-commerce,Home-based,Medium,6,Primary,Land + Vehicle,Low,Online Reselling,E-commerce,0.55,0.98
24,Female,Semi-Urban,Low,"Teaching, Mushroom Cultivation",Domestic Services,Outdoor,High,9,None,None,Low,Home Cook,Domestic Services,0.82,0.58
29,Female,Urban,Medium,"Photography, Candle Making",Apparel,Hybrid,High,4,None,Land + Vehicle,High,Fabric Painting,Apparel,0.45,0.71
54,Female,Rural,Low,"Food Delivery, Photography, Tailoring, Mushroom Cultivation",Apparel,Hybrid,Low,8,None,Land,Medium,Embroidery Shop,Apparel,0.67,0.96
29,Female,Rural,Low,"Dairy Management, Tailoring, Sewing, Home Cleaning",Art & Craft,Outdoor,Low,4,Secondary,Vehicle,Low,Jewelry Design,Art & Craft,0.63,0.99
48,Male,Semi-Urban,Medium,"Photography, Video Editing",Creative Services,Outdoor,High,3,None,Internet,Medium,Content Creation Agency,Creative Services,0.65,0.73
26,Male,Rural,Low,"Photography, Crafting, Paper Craft",Food & Beverage,Hybrid,High,6,None,Land + Vehicle,Low,Homemade Pickles,Food & Beverage,0.5,0.58
40,Female,Urban,Low,"Tailoring, Reselling",Apparel,Home-based,Medium,4,Primary,Vehicle,Medium,Embroidery Shop,Apparel,0.46,0.57
33,Female,Rural,Low,"Sewing, Poultry Care",Agriculture,Outdoor,Medium,3,None,Land,Low,Mushroom Cultivation,Agriculture,0.67,0.99
52,Female,Urban,Low,"Embroidery, Content Creation, Teaching",E-commerce,Hybrid,High,6,None,Phone,Low,Dropshipping,E-commerce,0.47,0.86
40,Female,Rural,High,"Cooking, Embroidery",Domestic Services,Hybrid,High,4,Primary,None,Medium,Home Cook,Domestic Services,0.86,0.57
49,Female,Rural,Medium,"Photography, Digital Marketing, Daycare Management",Beauty,Outdoor,Medium,8,None,Vehicle,Low,Mehendi Services,Beauty,0.89,0.69
20,Female,Semi-Urban,Medium,"Reselling, Digital Marketing, Poultry Care",Education,Home-based,Medium,3,Secondary,Internet,High,Daycare Center,Education,0.59,0.64
52,Female,Semi-Urban,Medium,"Digital Marketing, Home Cleaning, Content Creation, Crafting",Technology,Outdoor,Low,6,Secondary,Vehicle,Medium,Mobile Repair Shop,Technology,0.68,0.92
28,Female,Rural,Low,"Dairy Management, Embroidery",Technology,Home-based,Low,7,Primary,Internet,Low,Digital Marketing Agency,Technology,0.56,0.87
20,Female,Semi-Urban,Medium,"Makeup, Paper Craft, Sewing",E-commerce,Hybrid,High,5,Secondary,Phone + Internet,Low,Online Reselling,E-commerce,0.85,0.86
21,Male,Rural,Low,"Candle Making, Paper Craft",Apparel,Outdoor,High,7,None,Vehicle,High,Fabric Painting,Apparel,0.41,0.82
32,Female,Semi-Urban,Low,"Food Delivery, Crafting, Video Editing, Candle Making",Education,Hybrid,Medium,4,None,Phone,Low,Spoken English Classes,Education,0.52,0.95
28,Female,Urban,Medium,"Crafting, Mobile Repair, Farming",Creative Services,Hybrid,High,10,Primary,Vehicle,Medium,Photography Studio,Creative Services,0.53,0.7
45,Male,Semi-Urban,Medium,"Farming, Hair Styling, Mobile Repair, Embroidery",Food & Beverage,Home-based,Medium,2,Primary,Land + Vehicle,Medium,Spice Mixing,Food & Beverage,0.52,0.91
20,Female,Urban,Medium,"Mushroom Cultivation, Video Editing, Digital Marketing, Poultry Care",Apparel,Hybrid,Low,7,Primary,None,Medium,Embroidery Shop,Apparel,0.83,0.88
20,Female,Rural,Medium,"Candle Making, Pickle Making, Tailoring",Beauty,Home-based,High,5,Secondary,None,Low,Skincare Product Making,Beauty,0.4,0.52
52,Male,Urban,Medium,"Daycare Management, Crafting, Teaching",Education,Hybrid,Low,7,Secondary,Land,High,Home Tuition,Education,0.92,0.85
38,Male,Rural,Medium,"Embroidery, Farming, Photography, Baking",E-commerce,Hybrid,High,7,None,Phone + Internet,Low,Online Reselling,E-commerce,0.6,0.51
24,Female,Semi-Urban,Low,"Pickle Making, Food Delivery, Sewing",Beauty,Home-based,Medium,2,Secondary,Land + Vehicle,Medium,Mehendi Services,Beauty,0.63,0.91
53,Female,Semi-Urban,Medium,"Makeup, Photography, Pickle Making",Agriculture,Home-based,Medium,6,Secondary,Phone,High,Poultry Business,Agriculture,0.82,0.72
44,Female,Urban,High,"Teaching, Embroidery, Paper Craft, Dairy Management",Food & Beverage,Hybrid,Low,3,None,Internet,Medium,Spice Mixing,Food & Beverage,0.82,0.62
36,Female,Urban,Low,"Food Delivery, Hair Styling",Domestic Services,Outdoor,Medium,8,Primary,None,High,Home Cook,Domestic Services,0.56,0.74
44,Male,Semi-Urban,Low,"Mobile Repair, Farming, Embroidery",E-commerce,Home-based,Low,7,Secondary,Land,Low,Dropshipping,E-commerce,0.43,0.84
46,Female,Semi-Urban,High,"Teaching, Poultry Care, Makeup, Home Cleaning",Technology,Outdoor,Medium,7,Primary,Vehicle,Low,YouTube Channel,Technology,0.63,0.78
36,Female,Urban,Low,"Daycare Management, Digital Marketing",Agriculture,Hybrid,High,6,Secondary,Phone,Medium,Mushroom Cultivation,Agriculture,0.79,0.63
